Category,Clip Name,Clip Url,Edited,Filename,Theme,Portrait Version,Original Time in Seconds,Edited Time in Seconds,Extra Clip 1,Extra Clip 2,Updated Captions,Created By,Created Date
Hellblade: Senua's Sacrifice,"A little hardware related stress, this is a chill game, right?",https://clips.twitch.tv/OilyDependableHumanYouDontSay-LAuUWI4CEc_1pcIa,,,,,30,,,,,design_by_rose,"Jan 8, 2022"
Hellblade: Senua's Sacrifice,"A little hardware related stress, this is a chill game, right?",https://clips.twitch.tv/TawdryInquisitivePhonePastaThat-_5JmGG-D6SH6XWuy,,,,,28,,,,,design_by_rose,"Jan 8, 2022"
Hellblade: Senua's Sacrifice,"A little hardware related stress, this is a chill game, right?",https://clips.twitch.tv/FragileCovertWaffleMau5-rsU7m2xU1hypngtb,,,,,30,,,,,low_hanging_vegetable,"Jan 8, 2022"
Hellblade: Senua's Sacrifice,"A little hardware related stress, this is a chill game, right?",https://clips.twitch.tv/ChillyFrailWalletOMGScoots-HlSbKkiw6ZONs11d,,,,,28,,,,,low_hanging_vegetable,"Jan 8, 2022"
Hellblade: Senua's Sacrifice,Finally speaking truth,https://clips.twitch.tv/ZealousBadBarracudaBCouch-oF_9kwO-JEUGllFR,,,,,9,,,,,low_hanging_vegetable,"Jan 9, 2022"
Hellblade: Senua's Sacrifice,everything is FINE ,https://clips.twitch.tv/BitterCloudySandwichPastaThat-loNCUkRJabcXue6i,,,,,15,,,,,design_by_rose,"Jan 9, 2022"
Hellblade: Senua's Sacrifice,This isn't Horizon Zero Dawn and I've been streaming for 9 hours,https://clips.twitch.tv/UninterestedSincereReubenBloodTrail-UNnRlKG58EIwnMA3,,,,,30,,,,,design_by_rose,"Jan 9, 2022"
Hellblade: Senua's Sacrifice,reeeee,https://clips.twitch.tv/ArtisticUgliestCourgetteTwitchRaid-6aQcj-QSGFx1Cko5,,,,,7,,,,,low_hanging_vegetable,"Jan 9, 2022"
Hellblade: Senua's Sacrifice,THE BOOTY WITHIN!,https://clips.twitch.tv/SavageTawdryRaccoonAMPEnergyCherry-vue9diwYcYgJdEGh,,,,,4,,,,,design_by_rose,"Jan 9, 2022"
Mass Effect Legendary Edition,"ME2: Mass Effect is a cool name, but what about Krogan Eliminator?",https://clips.twitch.tv/SpookyAntsyAyeayePlanking-wzVh05Kc1iU_wwrJ,,,,,30,,,,,design_by_rose,"Jan 9, 2022"
Mass Effect Legendary Edition,"""I can crush a mech with my thighs.""",https://clips.twitch.tv/VibrantWisePeanutGingerPower-6BGEY_W3J6XeMzHL,,,,,5,,,,,design_by_rose,"Jan 9, 2022"
Hellblade: Senua's Sacrifice,This isn't Horizon Zero Dawn and I've been streaming for 11 hours,https://clips.twitch.tv/OutstandingCalmCheetahJonCarnage-7HzOmeYaJ_qnAzGj,,,,,30,,,,,design_by_rose,"Jan 9, 2022"
Hellblade: Senua's Sacrifice,"""Alright hehehehe...""",https://clips.twitch.tv/BombasticAltruisticClintPermaSmug-EtDCS3oE1puoSWYN,,,,,5,,,,,design_by_rose,"Jan 9, 2022"
Hellblade: Senua's Sacrifice,This isn't Horizon Zero Dawn and I've been streaming for 9 hours,https://clips.twitch.tv/CrispyAssiduousPorcupineBigBrother-DN1aLBEqzl8SDV-b,,,,,30,,,,,design_by_rose,"Jan 9, 2022"
Hellblade: Senua's Sacrifice,This isn't Horizon Zero Dawn and I've been streaming for 9 hours,https://clips.twitch.tv/HeadstrongReliableZebraHeyGirl-rG9SXX4uoz16GCef,,,,,30,,,,,design_by_rose,"Jan 9, 2022"
Mass Effect Legendary Edition,Starless shouldn't be allowed to talk to people...,https://clips.twitch.tv/CallousPrettiestCrocodilePeoplesChamp-plDGDjRxSdBjHwNz,,,,,16,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,"Dear, @buhhsbot...",https://clips.twitch.tv/SuspiciousRudePuppyGOWSkull-c9zOIcBlk_kR6yPe,,,,,5,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,"Filthy, yet...",https://clips.twitch.tv/PlayfulRamshackleAardvarkTinyFace-ji1wsOla59kwynG3,,,,,5,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,"What I fail at with accents, I make up for in evil laughter... and Krogan Murder...",https://clips.twitch.tv/PatientHonorableCheesecakeAMPTropPunch-ghPsvmr1ZPGTlebx,,,,,15,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,Krogan... abuse... D:<,https://clips.twitch.tv/ThankfulBreakableSnailDxCat-loZUkierNDX03Ohp,,,,,11,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,Mass Effect 2: The campaign to end Krogan abuse | Tell your mom I like my eggs over easy in the morning...,https://clips.twitch.tv/EnticingBoredMinkCmonBruh-TveVXVfwF0vqt0kR,,,,,30,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,"No, I do it *specifically* to confuse you... ♥",https://clips.twitch.tv/AntediluvianCrepuscularGoblinTwitchRPG-Gh_Hvxv_K2LfLDJ6,,,,,18,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,"""Why is that orange half peeled behind you?"" -formalfoundation",https://clips.twitch.tv/YawningMoralSoymilkLitFam-IYBZUUDgUdGatZCt,,,,,24,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,That makes me feel so ~warm~ Rose,https://clips.twitch.tv/FilthyAlertPeafowlTBTacoRight-5It0-dyuAbemBgsm,,,,,4,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,The answer is yes,https://clips.twitch.tv/FantasticLaconicTroutOhMyDog-H24i_m5OpeB1aBKg,,,,,55,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,Mass Effect 2: The campaign to end Krogan abuse | Tell your mom I like my eggs over easy in the morning...,https://clips.twitch.tv/FineGrotesqueFlamingoPraiseIt-Na__5qfAtMO9VbJE,,,,,28,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,"♫ And that's the way (uh-huh, uh-huh) I like it ♫",https://clips.twitch.tv/UnsightlyAdorableSproutBleedPurple-nXzhiiRHu0x8j1MT,,,,,4,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,Mass Effect 2: The campaign to end Krogan abuse | Tell your mom I like my eggs over easy in the morning...,https://clips.twitch.tv/HealthyRealPancakeAMPTropPunch-muqePm2VX3Q0boEd,,,,,28,,,,,design_by_rose,"Jan 11, 2022"
Mass Effect Legendary Edition,Mass Effect 2: The campaign to end Krogan abuse | Tell your mom I like my eggs over easy in the morning...,https://clips.twitch.tv/BovineCrackyLampRedCoat-v_pkV9fFkmdvIFx1,,,,,30,,,,,hobb0goblin,"Jan 11, 2022"
Mass Effect Legendary Edition,*chipmunk noises*,https://clips.twitch.tv/MiniatureGoodAardvarkWow-fTn7ZsVsQscDeYQl,,,,,4,,,,,design_by_rose,"Jan 12, 2022"
Cities: Skylines,The school is on fire! 🔥🔥🔥,https://clips.twitch.tv/BombasticImpossibleSamosaCharlieBitMe-xKXqFmLxBqavrAvh,,,,,5,,,,,design_by_rose,"Jan 12, 2022"
Cities: Skylines,See! I'm not stupid...,https://clips.twitch.tv/BoxyChillyCheesePipeHype-UbnR9-3akmAY0y-f,,,,,7,,,,,design_by_rose,"Jan 12, 2022"
Mass Effect Legendary Edition,Mass Effect 2: The campaign to end Krogan abuse | Tell your mom I like my eggs over easy in the morning...,https://clips.twitch.tv/WonderfulBloodyBeaverArgieB8--sHEtnQrapTw1KL8,,,,,28,,,,,design_by_rose,"Jan 12, 2022"
Cities: Skylines,Get an eyeful for yourself!,https://clips.twitch.tv/SmallYummyWaterJKanStyle-fd1XiD_1H1Gbrx5x,,,,,14,,,,,GCFungus,"Jan 12, 2022"
Cities: Skylines,UWU,https://clips.twitch.tv/CourageousJoyousTardigradeCurseLit-cQCowM-cCs6SuDY5,,,,,4,,,,,design_by_rose,"Jan 12, 2022"
Cities: Skylines,"Phallic Town, Phallic Town, Phallic Town, Bootyholes...",https://clips.twitch.tv/PerfectBloodyTurtleBudBlast-q2XM1eqQyHvjNLfT,,,,,5,,,,,design_by_rose,"Jan 12, 2022"
Cities: Skylines,We'll go for... this one...,https://clips.twitch.tv/PreciousSpotlessPistachioWoofer-nkG6oLmCkxtvR3yg,,,,,6,,,,,design_by_rose,"Jan 12, 2022"
Cities: Skylines,*nyoooooommmm*,https://clips.twitch.tv/OutstandingAuspiciousClintmullinsWow-Fvd_sR7HMwtGqv63,,,,,4,,,,,design_by_rose,"Jan 12, 2022"
Cities: Skylines,I need a bigger piss tube... 0_0,https://clips.twitch.tv/KnottyBetterGarageFunRun-pjwjYmMrdicGfNl3,,,,,4,,,,,design_by_rose,"Jan 12, 2022"
Mass Effect Legendary Edition,He said it not me,https://clips.twitch.tv/RoundRoughHerringTakeNRG-JvnNpn1ov8TPSiTZ,,,,,4,,,,,hobb0goblin,"Jan 13, 2022"
FAR: Lone Sails,TARGETED ADVERTISING,https://clips.twitch.tv/SpotlessArtisticLettuceHassaanChop-FCSw4wEyGLb0M0pf,,,,,4,,,,,asdfWENDYfdsa,"Jan 14, 2022"
FAR: Lone Sails,your WHAT is not going?,https://clips.twitch.tv/HandsomeCrypticWatercressHassanChop-Q4r7nK_oRwp_S2mA,,,,,11,,,,,asdfWENDYfdsa,"Jan 14, 2022"
FAR: Lone Sails,new single just dropped,https://clips.twitch.tv/VivaciousTrustworthyCrabBudBlast-jBtc1-4Y1mQQw96Y,,,,,13,,,,,asdfWENDYfdsa,"Jan 14, 2022"
FAR: Lone Sails,stop + crying sounds,https://clips.twitch.tv/InexpensiveBoredKiwiPicoMause-aKO_acrZ244PmAUl,,,,,13,,,,,asdfWENDYfdsa,"Jan 14, 2022"
Mass Effect Legendary Edition,"Very serious, indeed",https://clips.twitch.tv/GrossUnusualMarjoramBlargNaut-K3Fuc2eQY1K7M6ul,,,,,4,,,,,design_by_rose,"Jan 15, 2022"
Mass Effect Legendary Edition,The more probes the better I always say,https://clips.twitch.tv/TalentedWimpyCasetteShazBotstix-enyFu9u_xQIWvrAy,,,,,6,,,,,design_by_rose,"Jan 15, 2022"
Mass Effect Legendary Edition,ME2: Scuffed Saturday Stream,https://clips.twitch.tv/BashfulWanderingLegKappaClaus-Gmx1DOLYKK81j4bu,,,,,30,,,,,beanpire,"Jan 15, 2022"
Mass Effect Legendary Edition,suspicious.... suspicious... ;),https://clips.twitch.tv/TallGeniusCockroachUnSane-6zRXgs4OhaKOy3KS,,,,,30,,,,,design_by_rose,"Jan 15, 2022"
Mass Effect Legendary Edition,ME2: Scuffed Saturday Stream,https://clips.twitch.tv/LittleSlickAsparagusRitzMitz-3Qjd8UP9vwHnVtFi,,,,,30,,,,,beanpire,"Jan 15, 2022"
Mass Effect Legendary Edition,ME2: Scuffed Saturday Stream,https://clips.twitch.tv/SuspiciousViscousOwlPicoMause-le63KlxeJ4nDItGm,,,,,30,,,,,beanpire,"Jan 15, 2022"
Mass Effect Legendary Edition,ME2: Scuffed Saturday Stream,https://clips.twitch.tv/QuaintThoughtfulPassionfruitPrimeMe-dlF_uwGOcEA9Bxem,,,,,28,,,,,design_by_rose,"Jan 15, 2022"
Mass Effect Legendary Edition,ME2: Scuffed Saturday Stream,https://clips.twitch.tv/EnjoyableUglySpindleAMPEnergy-ivDfNiMDAd3wMsYg,,,,,30,,,,,beanpire,"Jan 15, 2022"
Mass Effect Legendary Edition,6:30am,https://clips.twitch.tv/FantasticEnergeticAppleBatChest-kGDXXAqRlKoyM6gE,,,,,13,,,,,low_hanging_vegetable,"Jan 16, 2022"
Mass Effect Legendary Edition,hic,https://clips.twitch.tv/AnnoyingCheerfulHabaneroPrimeMe-NVG1gGsPac-WMw4C,,,,,5,,,,,low_hanging_vegetable,"Jan 16, 2022"
Mass Effect Legendary Edition,Starless: *about to vomit* | Veg: At least make some good content out of it...,https://clips.twitch.tv/HungryCarelessPeppermintKappaWealth-6jNq_aeM2mecZXcf,,,,,27,,,,,design_by_rose,"Jan 16, 2022"
Mass Effect Legendary Edition,The quality we come for,https://clips.twitch.tv/GleamingFastWatermelonDerp-hUghyXjX2Sm5B1ZW,,,,,7,,,,,low_hanging_vegetable,"Jan 16, 2022"
Mass Effect Legendary Edition,LET ME SHOOT HIM >.<,https://clips.twitch.tv/CogentTangentialCheesecakeJonCarnage-WmcVcGXDrsl76Oe2,,,,,11,,,,,design_by_rose,"Jan 16, 2022"
Mass Effect Legendary Edition,We all miss Wendy uwu,https://clips.twitch.tv/NeighborlyBlightedPlumberDancingBaby-z2jUvmfOf0UxRi-q,,,,,5,,,,,design_by_rose,"Jan 16, 2022"
Mass Effect Legendary Edition,untitled,https://clips.twitch.tv/HedonisticSmokySalsifyJKanStyle-wIuhWy4g-zOlLctk,,,,,4,,,,,design_by_rose,"Jan 16, 2022"
Mass Effect Legendary Edition,Shhh low_hanging_vegetable,https://clips.twitch.tv/ObliqueDaintyTardigradePastaThat-rV1AXlwYGepeMpek,,,,,4,,,,,design_by_rose,"Jan 16, 2022"
Mass Effect Legendary Edition,his rum is almost done,https://clips.twitch.tv/PeacefulCoweringAlbatrossBIRB-o9pMlhKRDAc5_Y7e,,,,,12,,,,,low_hanging_vegetable,"Jan 16, 2022"
Mass Effect Legendary Edition,"ME2: If my squad could just stop dying, that'd be great",https://clips.twitch.tv/KnottyHungryWatermelonEleGiggle-w0SNOKmqHrI7laKL,,,,,30,,,,,design_by_rose,"Jan 16, 2022"
Mass Effect Legendary Edition,sus,https://clips.twitch.tv/HeartlessMistySalamanderJebaited-fYTonc6MxeW3PXvy,,,,,5,,,,,low_hanging_vegetable,"Jan 16, 2022"
Mass Effect Legendary Edition,Shhh low_hanging_vegetable 2,https://clips.twitch.tv/TastyCourageousPuppyTBTacoRight-ngu0SMiSDw13F-We,,,,,4,,,,,design_by_rose,"Jan 16, 2022"
Mass Effect Legendary Edition,D*ck F*ck,https://clips.twitch.tv/SucculentEnergeticTruffleRuleFive-OkHdUk3W3RxlQhF8,,,,,7,,,,,low_hanging_vegetable,"Jan 16, 2022"
Mass Effect Legendary Edition,♥ Endless Death Stream | ME2 ♥,https://clips.twitch.tv/FantasticBitterReubenNotLikeThis-thUVuUYGUBWE5by7,,,,,30,,,,,low_hanging_vegetable,"Jan 16, 2022"
Mass Effect Legendary Edition,ME2: Scuffed Saturday Stream,https://clips.twitch.tv/ExcitedMoistMangetoutJebaited-_NQodtsBTnJEzsCI,,,,,30,,,,,design_by_rose,"Jan 16, 2022"
Mass Effect Legendary Edition,ME2: Scuffed Saturday Stream,https://clips.twitch.tv/ExpensiveSarcasticBeanMau5-nghzSmzdda1YNQ9X,,,,,30,,,,,low_hanging_vegetable,"Jan 16, 2022"
Mass Effect Legendary Edition,♥ Hydrate but with Jagerbombs! | Scuffed Saturday Stream | ME2 ♥,https://clips.twitch.tv/BloodyAmazonianWrenchWoofer-8a8dbZoDOlqP468v,,,,,30,,,,,design_by_rose,"Jan 16, 2022"
Mass Effect Legendary Edition,♥ Hydrate but with Jagerbombs! | Scuffed Saturday Stream | ME2 ♥,https://clips.twitch.tv/BlazingAlertBottleResidentSleeper-9ym5lov82jAmcJpt,,,,,30,,,,,design_by_rose,"Jan 16, 2022"
Mass Effect Legendary Edition,ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow ow.,https://clips.twitch.tv/VivaciousRockyFlamingoSuperVinlin-UEsvkbudc3YzHf0v,,,,,16,,,,,design_by_rose,"Jan 17, 2022"
Mass Effect Legendary Edition,That big robot wanted to step on me,https://clips.twitch.tv/PuzzledHardVampireDxCat-gNHHz9swJ9wmtEDR,,,,,7,,,,,design_by_rose,"Jan 17, 2022"
Mass Effect Legendary Edition,Oh how the days fly by...,https://clips.twitch.tv/InquisitiveDistinctSwanTBTacoLeft-zhbnte6_Y0YTWzNg,,,,,4,,,,,design_by_rose,"Jan 17, 2022"
Mass Effect Legendary Edition,Facecam Rooster-Block,https://clips.twitch.tv/SillyAthleticZebraFloof-NOcq_Fve-op8Swj5,,,,,13,,,,,design_by_rose,"Jan 18, 2022"
Mass Effect Legendary Edition,I'm sorry... T.T,https://clips.twitch.tv/FreezingArbitraryBibimbapBleedPurple-p8JQE93PvvKjdw8e,,,,,7,,,,,design_by_rose,"Jan 18, 2022"
Mass Effect Legendary Edition,"Look, I will help you get off... forcibly...",https://clips.twitch.tv/ToughCourageousLemurCclamChamp-_rI4hLjaQRADhSkT,,,,,5,,,,,design_by_rose,"Jan 18, 2022"
Mass Effect Legendary Edition,I MEAN,https://clips.twitch.tv/AgileColdBisonFutureMan-_Yn-BZBQcpB3w4J3,,,,,5,,,,,design_by_rose,"Jan 18, 2022"
Mass Effect Legendary Edition,ME2: Crew chat simulator,https://clips.twitch.tv/SavageAliveHareHassaanChop-He0e1gGP2zYLJ-Ln,,,,,30,,,,,design_by_rose,"Jan 18, 2022"
Mass Effect Legendary Edition,ME2: Crew chat simulator,https://clips.twitch.tv/LightSincereTroutTheTarFu-bdqh-vl1vxShqI9e,,,,,30,,,,,design_by_rose,"Jan 18, 2022"
Mass Effect Legendary Edition,ME2: Crew chat simulator,https://clips.twitch.tv/TacitAssiduousWatermelonThunBeast-MuJseAukeyFilxz7,,,,,30,,,,,design_by_rose,"Jan 18, 2022"
Mass Effect Legendary Edition,Cheating with God Mode in ME2,https://clips.twitch.tv/SwissCulturedCakeBrokeBack-QxLxAII2nnVto28T,,,,,21,,,,,design_by_rose,"Jan 23, 2022"
Mass Effect Legendary Edition,I need to know you're always coming... back,https://clips.twitch.tv/MagnificentSilkyClipsmomVoteNay-oKUq_OaVldXXiRDK,,,,,6,,,,,design_by_rose,"Jan 23, 2022"
Mass Effect Legendary Edition,ohmygoshstarless,https://clips.twitch.tv/CorrectFrailSlothTwitchRPG-S9nrz6KI4is6wdsJ,,,,,6,,,,,design_by_rose,"Jan 23, 2022"
Mass Effect Legendary Edition,"I'm walking into this place with no gun, and no backup?",https://clips.twitch.tv/TentativePatientRuffRitzMitz-kWnVRxck0EyOfgYa,,,,,7,,,,,design_by_rose,"Jan 23, 2022"
Mass Effect Legendary Edition,"I'm walking into this place, no gun, no backup, and just this piece of booty? | ME2: THE DRESS",https://clips.twitch.tv/GrotesqueAthleticTitanBudBlast-tcCMZZMN6dv8hz0D,,,,,28,,,,,design_by_rose,"Jan 23, 2022"
Mass Effect Legendary Edition,"I'm walking into this place, no gun, no backup, and just this piece of booty? | ME2: THE DRESS",https://clips.twitch.tv/UglyCarefulYakFunRun-JirwBHk78KLZehwH,,,,,28,,,,,design_by_rose,"Jan 23, 2022"
Mass Effect Legendary Edition,ME 3: Enemy throwing simulator | ♥ Did you know that Tainty Sprinkles are made from refined Taint Essence?,https://clips.twitch.tv/ObliviousKitschySardinePhilosoraptor-6YS0n6EB4gSE2c3A,,,,,30,,,,,design_by_rose,"Jan 27, 2022"
Breathedge,Just a simple man,https://clips.twitch.tv/PeppyNicePangolinGOWSkull-PeKtR81Zq22_oNTK,,,,,22,,,,,GCFungus,"Jan 28, 2022"
Mass Effect Legendary Edition,He hit the wall so hard this poor man,https://clips.twitch.tv/WimpyTangibleDolphinRaccAttack-iSpFtkTPbMoGQrms,,,,,4,,,,,hobb0goblin,"Jan 30, 2022"
Mass Effect Legendary Edition,"What's this, I can't pee on things like in Breathedge? | Teaching folks in the chat how to be a Master Baiter like me!",https://clips.twitch.tv/BrightPlausibleBearPanicBasket-79fWhqCjUnz6IFtR,,,,,28,,,,,design_by_rose,"Jan 30, 2022"
Mass Effect Legendary Edition,Mass Booty 3: Sometimes you just want to murder an entire ass ;),https://clips.twitch.tv/FunnyShinyLampShadyLulu-kWzwVJzL3yeWCSlw,,,,,28,,,,,design_by_rose,"Jan 30, 2022"
Mass Effect Legendary Edition,"What's this, I can't pee on things like in Breathedge? | Teaching folks in the chat how to be a Master Baiter like me!",https://clips.twitch.tv/RenownedMotionlessYogurtFloof-rYXzPDgwXoVYld2o,,,,,28,,,,,design_by_rose,"Jan 30, 2022"
Mass Effect Legendary Edition,Mass Effect 3: Can't the defender of the galaxy eat some damned sushi in peace?!,https://clips.twitch.tv/YummyRelatedArtichokeTBCheesePull-wd8aBnqhpaE3QLSM,,,,,30,,,,,Kellzaba,"Feb 3, 2022"
Breathedge,Starless obviously frustrated with Rose,https://clips.twitch.tv/ResilientDeliciousMarrowKeepo-xIoP0db_1QOwRz6t,,,,,7,,,,,design_by_rose,"Feb 5, 2022"
Mass Effect Legendary Edition,mm... MGGGHHHH!,https://clips.twitch.tv/WanderingWimpySnoodChocolateRain-Q9fbBcuwIFthb4J7,,,,,7,,,,,design_by_rose,"Feb 5, 2022"
Breathedge,"""f ...f ...f ...f ...f ...f ...""",https://clips.twitch.tv/DeadVictoriousWoodcockDoggo-j94qXnYkTN5srTgr,,,,,16,,,,,design_by_rose,"Feb 5, 2022"
Mass Effect Legendary Edition,"""The walls! My mortal enemy!""",https://clips.twitch.tv/DeterminedCogentMacaroniTheRinger-Jkj0CGY6KcYagRDX,,,,,10,,,,,design_by_rose,"Feb 5, 2022"
Mass Effect Legendary Edition,Girls swoon when he says “third”,https://clips.twitch.tv/EvilLuckyMarjoramItsBoshyTime-rGxmiUBZpt8l5OSi,,,,,5,,,,,design_by_rose,"Feb 5, 2022"
Breathedge,NYYYYYOOoOoOoooo,https://clips.twitch.tv/AstuteWiseBoarKeepo-KLOrWlzeiFcVb1dO,,,,,4,,,,,design_by_rose,"Feb 5, 2022"
Mass Effect Legendary Edition,Mass Effect 3: Reporting for Booty [Highlander Edition] | ♥ Scuffed Saturday Stream ♥,https://clips.twitch.tv/CourteousCaringNostrilVoteNay-9oPo7DYeXgUYrMJe,,,,,26,,,,,design_by_rose,"Feb 5, 2022"
Mass Effect Legendary Edition,*assorted seagull noises*,https://clips.twitch.tv/InexpensiveBraveLobsterSwiftRage--GU2njHuHtXxQ6jP,,,,,4,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,Noiseception,https://clips.twitch.tv/FreezingNastyYakLeeroyJenkins-g38Y-equY4irepZ1,,,,,9,,,,,low_hanging_vegetable,"Feb 6, 2022"
Mass Effect Legendary Edition,...that's between you and your mods...,https://clips.twitch.tv/JollyStupidEggplantSuperVinlin-8bqtPeOxY6NH9Nww,,,,,6,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,You can't keep lurking... I KNOW WHERE YOU STREAM MUAHAHAHAHA,https://clips.twitch.tv/DarlingPiliableSowShadyLulu-guCvz9MfBwXkLtpr,,,,,14,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,"Wait, where was I going with that..................................................................?",https://clips.twitch.tv/HappyEsteemedRuffDuDudu-i4kVMynZWjfo4wpg,,,,,60,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,*single seagull noise*,https://clips.twitch.tv/ObeseCooperativeTrayDoubleRainbow-8KBcPmNfdCFSXxI9,,,,,4,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,It's not what it looks like... o.0,https://clips.twitch.tv/PrettyCrispyCroissantPlanking-uwR5zfaHKPMJMGMV,,,,,5,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,MOAR WATER,https://clips.twitch.tv/CrepuscularIronicClipzJebaited-ESDGj0eMlge7hM8-,,,,,4,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,Mass Effect 3: Reporting for Booty [Highlander Edition] | ♥ Scuffed Saturday Stream ♥,https://clips.twitch.tv/GorgeousShyButterBabyRage-3JFZuWjAiX44t2RH,,,,,30,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,Another Original Song by TheStarlessAbstract,https://clips.twitch.tv/CreativeCogentShieldWTRuck-yHZHoVWFknX6vwKk,,,,,9,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,*sassy snap*,https://clips.twitch.tv/RespectfulAwkwardPineappleEagleEye--MRrY_W9MjmuHck2,,,,,17,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,Mass Effect 3: Reporting for Booty [Highlander Edition] | ♥ Scuffed Saturday Stream ♥,https://clips.twitch.tv/FancyPlausibleMoosePermaSmug-xLelLTT71g1-bQfb,,,,,28,,,,,design_by_rose,"Feb 6, 2022"
Mass Effect Legendary Edition,Mass Effect 3: Pause Menu | ♥ Scuffed Saturday Stream ♥,https://clips.twitch.tv/FancyBraveCardAliens-yurHLu6Y6dq7DBTj,,,,,28,,,,,design_by_rose,"Feb 6, 2022"
God of War,God of Booty,https://clips.twitch.tv/SassyBoringHumanFrankerZ-Q4TuGlO4tfMBqLzE,,,,,30,,,,,Necrohag,"Feb 9, 2022"
Breathedge,Usually I'm quite good at turning things off...,https://clips.twitch.tv/AnimatedDelightfulCroissantCurseLit--xtiolKE1NhXfyQL,,,,,6,,,,,design_by_rose,"Feb 12, 2022"
God of War,"Keep your expectations low, and your standards lower...",https://clips.twitch.tv/AbstemiousGlamorousSangUnSane-eL1QI64VpkyWDgEX,,,,,10,,,,,design_by_rose,"Feb 15, 2022"
God of War,Daddy,https://clips.twitch.tv/StrangePricklyTomatoSmoocherZ-0TcliWYqw6qh0CH6,,,,,4,,,,,design_by_rose,"Feb 15, 2022"
God of War,How does Atreus want to almost get us killed today || God of War,https://clips.twitch.tv/ProtectivePoisedQueleaDancingBanana-iUMM9_UH2n9YK2mz,,,,,28,,,,,design_by_rose,"Feb 15, 2022"
God of War,closed captions unavailable,https://clips.twitch.tv/BelovedBlueEggSaltBae-2XroNJHLt1-dddkM,,,,,4,,,,,design_by_rose,"Feb 16, 2022"
God of War,... ya know? '-',https://clips.twitch.tv/HungryEphemeralJamDeIlluminati-kUPcFf55AsV1gVJM,,,,,11,,,,,design_by_rose,"Feb 16, 2022"
Breathedge,stop saying erotic,https://clips.twitch.tv/FaithfulChillyMarjoramAsianGlow-twlerSoqNINDUALA,,,,,12,,,,,design_by_rose,"Feb 18, 2022"
Breathedge,buhhsBot: 5 more bootys you would have asphyxiated,https://clips.twitch.tv/RoughSleepyLatteCoolStoryBob-8cqrqUydp7p8wTml,,,,,9,,,,,design_by_rose,"Feb 18, 2022"
Breathedge,Breaking the fourth wall.,https://clips.twitch.tv/FancyMistyMoonOSsloth-cOTck4NtNIQsZoCJ,,,,,5,,,,,design_by_rose,"Feb 18, 2022"
Breathedge,"uh, wait...",https://clips.twitch.tv/TemperedBetterMochaNotATK-PBh-j9Rxw3Qq_Wmg,,,,,5,,,,,design_by_rose,"Feb 18, 2022"
Breathedge,It's what?!,https://clips.twitch.tv/BoldProudSproutPMSTwin-7EOixkPIiBuxGew5,,,,,5,,,,,GCFungus,"Feb 18, 2022"
Breathedge,untitled 2,https://clips.twitch.tv/LaconicOpenGarlicLitty-FF298sHk5Ldatzvh,,,,,4,,,,,design_by_rose,"Feb 18, 2022"
Breathedge,It's a... bit of a fisting...,https://clips.twitch.tv/SavageBraveJamThunBeast-9CrLpkOd8ytiz8tW,,,,,5,,,,,design_by_rose,"Feb 18, 2022"
Breathedge,I'll be back...? ,https://clips.twitch.tv/ThirstySincereEagleTebowing-w39kfmFV1GJzU3kK,,,,,17,,,,,design_by_rose,"Feb 18, 2022"
